,0,2000,4000,6000,8000,10000
1,25000,37000,49000,61000,73000,85000
2,25000,37000,49000,61000,73000,85000
3,25000,37000,49000,61000,73000,85000
4,25000,37000,49000,61000,73000,85000
5,25000,37000,49000,61000,73000,85000
6,25000,37000,49000,61000,73000,85000
7,25000,37000,49000,61000,73000,85000
8,25000,37000,49000,61000,73000,85000
9,25000,37000,49000,61000,73000,85000
10,25000,37000,49000,61000,73000,85000
11,25000,37000,49000,61000,73000,85000
12,25000,37000,49000,61000,73000,85000
13,25000,37000,49000,61000,73000,85000
14,25000,37000,49000,61000,73000,85000
15,25000,37000,49000,61000,73000,85000
16,25000,37000,49000,61000,73000,85000
17,25000,37000,49000,61000,73000,85000
18,25000,37000,49000,61000,73000,85000
19,25000,37000,49000,61000,73000,85000
20,25000,37000,49000,61000,73000,85000
21,25000,37000,49000,61000,73000,85000
22,25000,37000,49000,61000,73000,85000
23,25000,37000,49000,61000,73000,85000
24,25000,37000,49000,61000,73000,85000
25,25000,37000,49000,61000,73000,85000
26,25000,37000,49000,61000,73000,85000
27,25000,37000,49000,61000,73000,85000
28,25000,37000,49000,61000,73000,85000
29,25000,37000,49000,61000,73000,85000
30,25000,37000,49000,61000,73000,85000
31,25000,37000,49000,61000,73000,85000
32,25000,37000,49000,61000,73000,85000
33,25000,37000,49000,61000,73000,85000
34,25000,37000,49000,61000,73000,85000
35,25000,37000,49000,61000,73000,85000
36,25000,37000,49000,61000,73000,85000
37,25000,37000,49000,61000,73000,85000
38,25000,37000,49000,61000,73000,85000
39,25000,37000,49000,61000,73000,85000
40,25000,37000,49000,61000,73000,85000
41,25000,37000,49000,61000,73000,85000
42,25000,37000,49000,61000,73000,85000
43,25000,37000,49000,61000,73000,85000
44,25000,37000,49000,61000,73000,85000
45,25000,37000,49000,61000,73000,85000
46,25000,37000,49000,61000,73000,85000
47,25000,37000,49000,61000,73000,85000
48,25000,37000,49000,61000,73000,85000
49,25000,37000,49000,61000,73000,85000
50,25000,37000,49000,61000,73000,85000
51,25000,37000,49000,61000,73000,85000
52,25000,37000,49000,61000,73000,85000
53,25000,37000,49000,61000,73000,85000
54,25000,37000,49000,61000,73000,85000
55,25000,37000,49000,61000,73000,85000
56,25000,37000,49000,61000,73000,85000
57,25000,37000,49000,61000,73000,85000
58,25000,37000,49000,61000,73000,85000
59,25000,37000,49000,61000,73000,85000
60,25000,37000,49000,61000,73000,85000
61,25000,37000,49000,61000,73000,85000
62,25000,37000,49000,61000,73000,85000
63,25000,37000,49000,61000,73000,85000
64,25000,37000,49000,61000,73000,85000
65,25000,37000,49000,61000,73000,85000
66,25000,37000,49000,61000,73000,85000
67,25000,37000,49000,61000,73000,85000
68,25000,37000,49000,61000,73000,85000
69,25000,37000,49000,61000,73000,85000
70,25000,37000,49000,61000,73000,85000
71,25000,37000,49000,61000,73000,85000
72,25000,37000,49000,61000,73000,85000
73,25000,37000,49000,61000,73000,85000
74,25000,37000,49000,61000,73000,85000
75,25000,37000,49000,61000,73000,85000
76,25000,37000,49000,61000,73000,85000
77,25000,37000,49000,61000,73000,85000
78,25000,37000,49000,61000,73000,85000
79,25000,37000,49000,61000,73000,85000
80,25000,37000,49000,61000,73000,85000
81,25000,37000,49000,61000,73000,85000
82,25000,37000,49000,61000,73000,85000
83,25000,37000,49000,61000,73000,85000
84,25000,37000,49000,61000,73000,85000
85,25000,37000,49000,61000,73000,85000
86,25000,37000,49000,61000,73000,85000
87,25000,37000,49000,61000,73000,85000
88,25000,37000,49000,61000,73000,85000
89,25000,37000,49000,61000,73000,85000
90,25000,37000,49000,61000,73000,85000
91,25000,37000,49000,61000,73000,85000
92,25000,37000,49000,61000,73000,85000
93,25000,37000,49000,61000,73000,85000
94,25000,37000,49000,61000,73000,85000
95,25000,37000,49000,61000,73000,85000
96,25000,37000,49000,61000,73000,85000
97,25000,37000,49000,61000,73000,85000
98,25000,37000,49000,61000,73000,85000
99,25000,37000,49000,61000,73000,85000
100,25000,37000,49000,61000,73000,85000
101,25000,37000,49000,61000,73000,85000
102,25000,37000,49000,61000,73000,85000
103,25000,37000,49000,61000,73000,85000
104,25000,37000,49000,61000,73000,85000
105,25000,37000,49000,61000,73000,85000
106,25000,37000,49000,61000,73000,85000
107,25000,37000,49000,61000,73000,85000
108,25000,37000,49000,61000,73000,85000
109,25000,37000,49000,61000,73000,85000
110,25000,37000,49000,61000,73000,85000
111,25000,37000,49000,61000,73000,85000
112,25000,37000,49000,61000,73000,85000
113,25000,37000,49000,61000,73000,85000
114,25000,37000,49000,61000,73000,85000
115,25000,37000,49000,61000,73000,85000
116,25000,37000,49000,61000,73000,85000
117,25000,37000,49000,61000,73000,85000
118,25000,37000,49000,61000,73000,85000
119,25000,37000,49000,61000,73000,85000
120,25000,37000,49000,61000,73000,85000
